trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
10A-R01,05:00:00,05:00:10,B03282P,0,,0,
10A-R01,05:00:44,05:00:54,B03283P,1,,0,
10A-R01,05:02:31,05:02:41,B05078P,2,,0,
10A-R01,05:05:34,05:05:44,B06039P,3,,0,
10A-R01,05:06:29,05:06:39,B00136P,4,,0,
10A-R01,05:25:24,05:25:34,B01858P,5,,0,
10A-R01,05:46:29,05:46:39,P00055,6,,0,
10A-R01,05:51:54,05:52:04,P00248,7,,0,
10A-R02,05:00:00,05:00:10,P00248,0,,0,
10A-R02,05:05:25,05:05:35,P00055,1,,0,
10A-R02,05:26:38,05:26:48,B02170P,2,,0,
10A-R02,05:45:26,05:45:36,B00137P,3,,0,
10A-R02,05:46:32,05:46:42,B05530P,4,,0,
10A-R02,05:49:27,05:49:37,B03265P,5,,0,
10A-R02,05:51:09,05:51:19,B03284P,6,,0,
10A-R02,05:51:55,05:52:05,B03282P,7,,0,
10B-R01,05:00:00,05:00:10,B03270P,0,,0,
10B-R01,05:02:11,05:02:21,B05785P,1,,0,
10B-R01,05:03:36,05:03:46,B05536P,2,,0,
10B-R01,05:08:07,05:08:17,B02723P,3,,0,
10D-R01,06:00:00,06:00:10,P00248,0,,0,
10D-R01,06:05:19,06:05:29,P00055,1,,0,
10D-R01,06:07:57,06:08:07,P00287,2,,0,
10D-R01,06:10:22,06:10:32,P00271,3,,0,
10D-R01,06:15:26,06:15:36,P00286,4,,0,
10D-R01,06:23:05,06:23:15,P00285,5,,0,
10D-R01,06:34:01,06:34:11,P00274,6,,0,
10D-R01,06:36:29,06:36:39,P00035,7,,0,
10D-R01,06:41:03,06:41:13,P00036,8,,0,
10D-R01,06:42:36,06:42:46,P00196,9,,0,
10D-R01,06:48:02,06:48:12,P00105,10,,0,
10D-R01,06:50:54,06:51:04,P00166,11,,0,
10D-R01,06:53:29,06:53:39,P00267,12,,0,
10D-R01,07:53:32,07:53:42,P00153,13,,0,
10D-R01,07:58:11,07:58:21,P00204,14,,0,
10D-R01,08:00:57,08:01:07,P00060,15,,0,
10D-R01,08:05:25,08:05:35,P00247,16,,0,
10D-R01,08:20:02,08:20:12,P00101,17,,0,
10D-R02,06:00:00,06:00:10,P00101,0,,0,
10D-R02,06:04:25,06:04:35,P00246,1,,0,
10D-R02,06:09:17,06:09:27,P00060,2,,0,
10D-R02,06:12:22,06:12:32,P00204,3,,0,
10D-R02,06:17:05,06:17:15,P00153,4,,0,
10D-R02,07:13:37,07:13:47,P00267,5,,0,
10D-R02,07:16:16,07:16:26,P00166,6,,0,
10D-R02,07:19:11,07:19:21,P00105,7,,0,
10D-R02,07:24:44,07:24:54,P00196,8,,0,
10D-R02,07:26:20,07:26:30,P00036,9,,0,
10D-R02,07:31:01,07:31:11,P00035,10,,0,
10D-R02,07:33:31,07:33:41,P00274,11,,0,
10D-R02,07:44:36,07:44:46,P00241,12,,0,
10D-R02,07:52:22,07:52:32,P00182,13,,0,
10D-R02,07:57:29,07:57:39,P00272,14,,0,
10D-R02,08:00:04,08:00:14,P00171,15,,0,
10D-R02,08:02:31,08:02:41,P00055,16,,0,
10D-R02,08:07:56,08:08:06,P00248,17,,0,
11B-R01,05:00:00,05:00:10,B03291P,0,,0,
11B-R01,05:19:48,05:19:58,B06655P,1,,0,
11B-R01,05:23:20,05:23:30,B06653P,2,,0,
11B-R01,05:26:25,05:26:35,B06652P,3,,0,
11B-R02,05:00:00,05:00:10,B06652P,0,,0,
11B-R02,05:04:04,05:04:14,B06654P,1,,0,
11B-R02,05:26:54,05:27:04,B03291P,2,,0,
11C-R03,05:00:00,05:00:10,B03287P,0,,0,
11C-R03,05:03:26,05:03:36,B02801P,1,,0,
11C-R03,05:05:07,05:05:17,B00396P,2,,0,
11C-R03,05:05:56,05:06:06,B00555P,3,,0,
11C-R03,05:07:14,05:07:24,B02851P,4,,0,
11C-R03,05:09:47,05:09:57,B04898P,5,,0,
11C-R03,05:11:26,05:11:36,B00082P,6,,0,
11C-R03,05:12:24,05:12:34,B05201P,7,,0,
11C-R03,05:15:55,05:16:05,B06654P,8,,0,
11C-R03,05:27:50,05:28:00,B03290P,9,,0,
11C-R04,05:00:00,05:00:10,B03290P,0,,0,
11C-R04,05:06:07,05:06:17,B05202P,1,,0,
11C-R04,05:08:37,05:08:47,B02844P,2,,0,
11C-R04,05:12:40,05:12:50,B03091P,3,,0,
11C-R04,05:21:18,05:21:28,B06655P,4,,0,
11C-R04,05:24:50,05:25:00,B06653P,5,,0,
11C-R04,05:27:55,05:28:05,B06652P,6,,0,
11C-R04,05:30:06,05:30:16,B05200P,7,,0,
11C-R04,05:30:53,05:31:03,B00081P,8,,0,
11C-R04,05:32:24,05:32:34,B04897P,9,,0,
11C-R04,05:33:30,05:33:40,B05300P,10,,0,
11C-R04,05:35:19,05:35:29,B02850P,11,,0,
11C-R04,05:36:30,05:36:40,B00554P,12,,0,
11C-R04,05:37:23,05:37:33,B00395P,13,,0,
11C-R04,05:39:04,05:39:14,B02800P,14,,0,
11C-R04,05:43:16,05:43:26,B03287P,15,,0,
11D-R02,05:00:00,05:00:10,B02997P,0,,0,
11D-R02,05:01:35,05:01:45,B05875P,1,,0,
11D-R02,05:02:43,05:02:53,B01277P,2,,0,
11D-R02,05:03:40,05:03:50,B01278P,3,,0,
11D-R02,05:04:19,05:04:29,P00191,4,,0,
11D-R02,05:09:06,05:09:16,P00258,5,,0,
11D-R02,05:12:01,05:12:11,P00028,6,,0,
11D-R02,05:16:39,05:16:49,B02947P,7,,0,
11D-R02,05:17:20,05:17:30,B01807P,8,,0,
11D-R02,05:18:14,05:18:24,B00823P,9,,0,
11D-R02,05:19:35,05:19:45,B00032P,10,,0,
11D-R02,05:21:26,05:21:36,B05588P,11,,0,
11D-R02,05:22:30,05:22:40,B02801P,12,,0,
11D-R02,05:24:10,05:24:20,B00396P,13,,0,
11D-R02,05:24:59,05:25:09,B00555P,14,,0,
11D-R02,05:26:22,05:26:32,B04202P,15,,0,
11D-R02,05:27:37,05:27:47,B04238P,16,,0,
11D-R02,05:28:28,05:28:38,B05640P,17,,0,
11D-R02,05:29:25,05:29:35,B02548P,18,,0,
11D-R02,05:30:10,05:30:20,B03405P,19,,0,
11D-R02,05:30:57,05:31:07,B02120P,20,,0,
11D-R02,05:31:31,05:31:41,B03101P,21,,0,
11D-R02,05:33:12,05:33:22,B00048P,22,,0,
11D-R02,05:34:35,05:34:45,B01934P,23,,0,
11D-R02,05:35:50,05:36:00,B02977P,24,,0,
11D-R02,05:36:57,05:37:07,B02829P,25,,0,
11D-R02,05:37:44,05:37:54,B02851P,26,,0,
11D-R02,05:40:17,05:40:27,B04898P,27,,0,
11D-R02,05:41:55,05:42:05,B00082P,28,,0,
11D-R02,05:42:54,05:43:04,B05201P,29,,0,
11D-R02,05:46:30,05:46:40,P00270,30,,0,
11D-R02,05:50:25,05:50:35,P00194,31,,0,
11K-R01,05:00:00,05:00:10,B03281P,0,,0,
11K-R01,05:02:38,05:02:48,P00270,1,,0,
11K-R01,05:05:48,05:05:58,P00169,2,,0,
11K-R02,05:00:00,05:00:10,P00169,0,,0,
11K-R02,05:03:16,05:03:26,B03281P,1,,0,
11M-R01,05:00:00,05:00:00,B03291P,0,,0,
11M-R01,05:22:05,05:22:05,P00270,1,,0,
11M-R01,05:25:48,05:25:48,P00169,2,,0,
11M-R01,05:32:03,05:32:03,P00174,3,,0,
11M-R01,05:35:22,05:35:22,P00059,4,,0,
11M-R01,05:38:58,05:38:58,P00020,5,,0,
11M-R01,05:42:06,05:42:06,P00102,6,,0,
11M-R01,05:46:47,05:46:47,P00058,7,,0,
11M-R01,05:49:12,05:49:12,P00234,8,,0,
11M-R01,05:53:52,05:53:52,P00041,9,,0,
11M-R01,05:57:57,05:57:57,P00080,10,,0,
11M-R01,06:00:12,06:00:12,P00151,11,,0,
11M-R01,06:02:44,06:02:44,P00057,12,,0,
11M-R01,06:05:44,06:05:44,P00233,13,,0,
11M-R01,06:12:51,06:12:51,B02240P,14,,0,
11M-R01,06:16:24,06:16:24,B02272P,15,,0,
11M-R01,06:19:26,06:19:26,B02282P,16,,0,
11M-R02,05:00:00,05:00:00,B02282P,0,,0,
11M-R02,05:13:14,05:13:14,P00233,1,,0,
11M-R02,05:16:15,05:16:15,P00057,2,,0,
11M-R02,05:18:47,05:18:47,P00151,3,,0,
11M-R02,05:21:02,05:21:02,P00080,4,,0,
11M-R02,05:25:06,05:25:06,P00041,5,,0,
11M-R02,05:29:47,05:29:47,P00234,6,,0,
11M-R02,05:32:12,05:32:12,P00058,7,,0,
11M-R02,05:36:54,05:36:54,P00102,8,,0,
11M-R02,05:40:02,05:40:02,P00020,9,,0,
11M-R02,05:43:38,05:43:38,P00059,10,,0,
11M-R02,05:46:57,05:46:57,P00174,11,,0,
11M-R02,05:53:07,05:53:07,P00169,12,,0,
11M-R02,05:57:05,05:57:05,P00270,13,,0,
11M-R02,06:17:27,06:17:27,B03291P,14,,0,
11N-R03,05:00:00,05:00:10,B03271P,0,,0,
11N-R03,05:02:58,05:03:08,B00538P,1,,0,
11N-R03,05:04:05,05:04:15,B01009P,2,,0,
11N-R03,05:06:30,05:06:40,B03745P,3,,0,
11N-R03,05:08:45,05:08:55,B05457P,4,,0,
11N-R03,05:13:48,05:13:58,B03478P,5,,0,
11N-R03,05:15:19,05:15:29,B02159P,6,,0,
11N-R03,05:16:37,05:16:47,B03205P,7,,0,
11N-R03,05:17:38,05:17:48,B00791P,8,,0,
11N-R03,05:19:24,05:19:34,B00922P,9,,0,
11N-R03,05:20:00,05:20:10,B02603P,10,,0,
11N-R03,05:20:38,05:20:48,B00921P,11,,0,
11N-R03,05:22:28,05:22:38,B00354P,12,,0,
11N-R03,05:24:01,05:24:11,B00920P,13,,0,
11N-R03,05:35:18,05:35:28,B05350P,14,,0,
11N-R04,05:00:00,05:00:10,B05350P,0,,0,
11N-R04,05:04:36,05:04:46,B00355P,1,,0,
11N-R04,05:07:04,05:07:14,B02604P,2,,0,
11N-R04,05:09:14,05:09:24,B00792P,3,,0,
11N-R04,05:10:47,05:10:57,B04000P,4,,0,
11N-R04,05:12:13,05:12:23,B03678P,5,,0,
11N-R04,05:13:05,05:13:15,B00266P,6,,0,
11N-R04,05:18:08,05:18:18,B05458P,7,,0,
11N-R04,05:22:02,05:22:12,B01201P,8,,0,
11N-R04,05:23:06,05:23:16,B01202P,9,,0,
11N-R04,05:23:54,05:24:04,B01040P,10,,0,
11N-R04,05:25:01,05:25:11,B03977P,11,,0,
11N-R04,05:25:42,05:25:52,B02077P,12,,0,
11N-R04,05:28:35,05:28:45,B03271P,13,,0,
11P-R01,05:00:00,05:00:10,B03289P,0,,0,
11P-R01,05:02:09,05:02:19,B01676P,1,,0,
11P-R01,05:04:45,05:04:55,B00636P,2,,0,
11P-R01,05:05:17,05:05:27,B00328P,3,,0,
11P-R01,05:07:55,05:08:05,B00100P,4,,0,
11P-R01,05:08:58,05:09:08,B02307P,5,,0,
11P-R01,05:10:25,05:10:35,B01578P,6,,0,
11P-R01,05:11:43,05:11:53,B01622P,7,,0,
11P-R01,05:13:26,05:13:36,B02351P,8,,0,
11P-R01,05:15:43,05:15:53,B01096P,9,,0,
11P-R01,05:17:34,05:17:44,B05885P,10,,0,
11P-R01,05:18:21,05:18:31,B06660P,11,,0,
11P-R01,05:19:52,05:20:02,B00306P,12,,0,
11P-R01,05:20:58,05:21:08,B00195P,13,,0,
11P-R01,05:21:39,05:21:49,B05581P,14,,0,
11P-R01,05:22:36,05:22:46,B00369P,15,,0,
11P-R01,05:24:28,05:24:38,B06662P,16,,0,
11P-R01,05:25:29,05:25:39,B01803P,17,,0,
11P-R01,05:26:32,05:26:42,B02818P,18,,0,
11P-R01,05:28:13,05:28:23,B04648P,19,,0,
11P-R01,05:32:33,05:32:43,B06652P,20,,0,
11P-R01,05:36:35,05:36:45,B06654P,21,,0,
11P-R02,05:00:00,05:00:10,B06654P,0,,0,
11P-R02,05:01:15,05:01:25,B06666P,1,,0,
11P-R02,05:05:24,05:05:34,B06667P,2,,0,
11P-R02,05:06:49,05:06:59,B06655P,3,,0,
11P-R02,05:08:58,05:09:08,B06665P,4,,0,
11P-R02,05:10:30,05:10:40,B06653P,5,,0,
11P-R02,05:17:36,05:17:46,B03280P,6,,0,
11P-R02,05:18:24,05:18:34,B06663P,7,,0,
11P-R02,05:20:08,05:20:18,B00368P,8,,0,
11P-R02,05:21:47,05:21:57,B00227P,9,,0,
11P-R02,05:22:22,05:22:32,B05318P,10,,0,
11P-R02,05:23:17,05:23:27,B00198P,11,,0,
11P-R02,05:24:04,05:24:14,B06661P,12,,0,
11P-R02,05:25:17,05:25:27,B00603P,13,,0,
11P-R02,05:27:36,05:27:46,B05660P,14,,0,
11P-R02,05:29:22,05:29:32,B02352P,15,,0,
11P-R02,05:31:09,05:31:19,B04518P,16,,0,
11P-R02,05:33:33,05:33:43,B02308P,17,,0,
11P-R02,05:35:34,05:35:44,B04476P,18,,0,
11P-R02,05:36:31,05:36:41,B03135P,19,,0,
11P-R02,05:37:34,05:37:44,B00637P,20,,0,
11P-R02,05:40:16,05:40:26,B01677P,21,,0,
11P-R02,05:42:16,05:42:26,B03289P,22,,0,
12A-R03,05:00:00,05:00:10,B02709P,0,,0,
12A-R03,05:01:45,05:01:55,B02804P,1,,0,
12A-R03,05:03:20,05:03:30,B05713P,2,,0,
12A-R03,05:04:40,05:04:50,B02489P,3,,0,
12A-R03,05:07:08,05:07:18,B00121P,4,,0,
12A-R03,05:08:00,05:08:10,B00122P,5,,0,
12A-R03,05:13:52,05:14:02,B03322P,6,,0,
12A-R03,05:15:49,05:15:59,B05518P,7,,0,
12A-R03,05:17:33,05:17:43,B05863P,8,,0,
12A-R03,05:20:42,05:20:52,B05324P,9,,0,
12A-R03,05:22:33,05:22:43,B02889P,10,,0,
12A-R03,05:24:09,05:24:19,B00079P,11,,0,
12A-R03,05:26:42,05:26:52,P00123,12,,0,
12A-R03,05:28:18,05:28:28,B03407P,13,,0,
12A-R03,05:29:50,05:30:00,B02361P,14,,0,
12A-R03,05:30:53,05:31:03,P00141,15,,0,
12A-R03,05:33:30,05:33:40,P00069,16,,0,
12A-R03,05:39:33,05:39:43,B01751P,17,,0,
12A-R03,05:41:11,05:41:21,P00138,18,,0,
12A-R03,05:43:25,05:43:35,P00013,19,,0,
12A-R04,05:00:00,05:00:10,P00013,0,,0,
12A-R04,05:02:04,05:02:14,P00098,1,,0,
12A-R04,05:07:04,05:07:14,P00008,2,,0,
12A-R04,05:18:16,05:18:26,P00170,3,,0,
12A-R04,05:22:12,05:22:22,B00917P,4,,0,
12A-R04,05:25:42,05:25:52,B04584P,5,,0,
12A-R04,05:27:50,05:28:00,B05519P,6,,0,
12A-R04,05:29:40,05:29:50,B03323P,7,,0,
12A-R04,05:31:20,05:31:30,B02885P,8,,0,
12A-R04,05:32:18,05:32:28,B02884P,9,,0,
12A-R04,05:36:46,05:36:56,B02886P,10,,0,
12A-R04,05:40:47,05:40:57,B05401P,11,,0,
12A-R04,05:45:26,05:45:36,B02887P,12,,0,
12A-R04,05:47:09,05:47:19,B02492P,13,,0,
12A-R04,05:48:19,05:48:29,B02650P,14,,0,
12A-R04,05:50:08,05:50:18,B05253P,15,,0,
12A-R04,05:54:51,05:55:01,B05714P,16,,0,
12A-R04,05:56:29,05:56:39,B02805P,17,,0,
12A-R04,05:58:14,05:58:24,B02709P,18,,0,
12B-R03,05:00:00,05:00:10,B02886P,0,,0,
12B-R03,05:02:35,05:02:45,B05324P,1,,0,
12B-R03,05:04:26,05:04:36,B02889P,2,,0,
12B-R03,05:06:02,05:06:12,B00079P,3,,0,
12B-R03,05:08:35,05:08:45,P00123,4,,0,
12B-R03,05:10:11,05:10:21,B03407P,5,,0,
12B-R03,05:11:43,05:11:53,B02361P,6,,0,
12B-R03,05:12:46,05:12:56,P00141,7,,0,
12B-R03,05:13:31,05:13:41,B05028P,8,,0,
12B-R03,05:14:34,05:14:44,B05405P,9,,0,
12B-R03,05:15:42,05:15:52,P00069,10,,0,
12B-R03,05:17:41,05:17:51,B00183P,11,,0,
12B-R03,05:19:15,05:19:25,B04951P,12,,0,
12B-R03,05:22:04,05:22:14,B01751P,13,,0,
12B-R03,05:23:42,05:23:52,P00138,14,,0,
12B-R03,05:25:05,05:25:15,B00499P,15,,0,
12B-R03,05:25:39,05:25:49,B04962P,16,,0,
12B-R03,05:27:40,05:27:50,P00013,17,,0,
12B-R03,05:30:42,05:30:52,P00146,18,,0,
12B-R03,05:35:02,05:35:12,P00131,19,,0,
12B-R03,05:39:27,05:39:37,P00076,20,,0,
12B-R03,05:44:49,05:44:59,P00092,21,,0,
12B-R03,05:53:11,05:53:21,P00148,22,,0,
12B-R03,05:55:21,05:55:31,P00021,23,,0,
12B-R03,05:59:38,05:59:48,B05725P,24,,0,
12B-R04,05:00:00,05:00:10,B05725P,0,,0,
12B-R04,05:00:52,05:01:02,B01945P,1,,0,
12B-R04,05:02:39,05:02:49,B00109P,2,,0,
12B-R04,05:04:31,05:04:41,B03369P,3,,0,
12B-R04,05:06:32,05:06:42,B01959P,4,,0,
12B-R04,05:07:29,05:07:39,B03230P,5,,0,
12B-R04,05:08:34,05:08:44,B00774P,6,,0,
12B-R04,05:13:04,05:13:14,B02582P,7,,0,
12B-R04,05:16:24,05:16:34,B00682P,8,,0,
12B-R04,05:21:03,05:21:13,B06264P,9,,0,
12B-R04,05:24:27,05:24:37,P00092,10,,0,
12B-R04,05:29:48,05:29:58,P00076,11,,0,
12B-R04,05:33:57,05:34:07,P00131,12,,0,
12B-R04,05:38:17,05:38:27,P00146,13,,0,
12B-R04,05:41:17,05:41:27,B02499P,14,,0,
12B-R04,05:42:21,05:42:31,B04887P,15,,0,
12B-R04,05:43:30,05:43:40,P00098,16,,0,
12B-R04,05:44:08,05:44:18,B04950P,17,,0,
12B-R04,05:45:31,05:45:41,B01680P,18,,0,
12B-R04,05:47:01,05:47:11,B04949P,19,,0,
12B-R04,05:48:59,05:49:09,P00008,20,,0,
12B-R04,05:52:22,05:52:32,B00894P,21,,0,
12B-R04,05:55:17,05:55:27,B01077P,22,,0,
12B-R04,05:55:46,05:55:56,P00069,23,,0,
12B-R04,05:57:32,05:57:42,B05675P,24,,0,
12B-R04,05:58:32,05:58:42,P00141,25,,0,
12B-R04,05:59:10,05:59:20,B05080P,26,,0,
12B-R04,06:00:57,06:01:07,B03406P,27,,0,
12B-R04,06:02:39,06:02:49,P00123,28,,0,
12B-R04,06:03:47,06:03:57,B01508P,29,,0,
12B-R04,06:05:59,06:06:09,B00080P,30,,0,
12B-R04,06:08:11,06:08:21,B00917P,31,,0,
12B-R04,06:10:46,06:10:56,B05401P,32,,0,
12B-R04,06:15:25,06:15:35,B02887P,33,,0,
12B-R04,06:17:08,06:17:18,B02492P,34,,0,
12B-R04,06:18:18,06:18:28,B02650P,35,,0,
12B-R04,06:20:07,06:20:17,B05253P,36,,0,
12B-R04,06:21:14,06:21:24,B05252P,37,,0,
12B-R04,06:22:20,06:22:30,B01829P,38,,0,
12B-R04,06:24:06,06:24:16,B02489P,39,,0,
12B-R04,06:26:34,06:26:44,B00121P,40,,0,
12B-R04,06:27:26,06:27:36,B00122P,41,,0,
12B-R04,06:33:00,06:33:10,B02884P,42,,0,
12B-R04,06:36:15,06:36:25,B02886P,43,,0,
12C-R03,05:00:00,05:00:10,B03299P,0,,0,
12C-R03,05:02:50,05:03:00,B06292P,1,,0,
12C-R03,05:04:38,05:04:48,B06294P,2,,0,
12C-R03,05:07:40,05:07:50,B06314P,3,,0,
12C-R03,05:09:37,05:09:47,B02361P,4,,0,
12C-R03,05:11:16,05:11:26,B05028P,5,,0,
12C-R03,05:12:19,05:12:29,B05405P,6,,0,
12C-R03,05:15:58,05:16:08,B05675P,7,,0,
12C-R03,05:17:26,05:17:36,B05080P,8,,0,
12C-R03,05:19:12,05:19:22,B03406P,9,,0,
12C-R03,05:20:23,05:20:33,B06658P,10,,0,
12C-R03,05:20:58,05:21:08,B03166P,11,,0,
12C-R04,05:00:00,05:00:10,B03166P,0,,0,
12C-R04,05:01:35,05:01:45,B06659P,1,,0,
12C-R04,05:02:26,05:02:36,B03407P,2,,0,
12C-R04,05:04:26,05:04:36,B06295P,3,,0,
12C-R04,05:07:23,05:07:33,B06313P,4,,0,
12C-R04,05:09:10,05:09:20,B06312P,5,,0,
12C-R04,05:11:58,05:12:08,B03299P,6,,0,
12F-R01,05:00:00,05:00:10,B03282P,0,,0,
12F-R01,05:00:44,05:00:54,B03283P,1,,0,
12F-R01,05:02:31,05:02:41,B05078P,2,,0,
12F-R01,05:05:34,05:05:44,B06039P,3,,0,
12F-R01,05:06:29,05:06:39,B00136P,4,,0,
12F-R01,05:25:24,05:25:34,B01858P,5,,0,
12F-R01,06:50:04,06:50:14,P00123,6,,0,
12F-R01,06:53:32,06:53:42,B06295P,7,,0,
12F-R01,06:56:28,06:56:38,B06313P,8,,0,
12F-R01,06:58:15,06:58:25,B06312P,9,,0,
12F-R01,07:00:24,07:00:34,B03299P,10,,0,
12F-R02,05:00:00,05:00:10,B03299P,0,,0,
12F-R02,05:02:10,05:02:20,B06292P,1,,0,
12F-R02,05:03:54,05:04:04,B06294P,2,,0,
12F-R02,05:06:54,05:07:04,B06314P,3,,0,
12F-R02,05:09:44,05:09:54,P00141,4,,0,
12F-R02,05:59:21,05:59:31,P00182,5,,0,
12F-R02,06:04:29,06:04:39,P00272,6,,0,
12F-R02,06:07:04,06:07:14,P00171,7,,0,
12F-R02,06:30:05,06:30:15,B02170P,8,,0,
12F-R02,06:48:53,06:49:03,B00137P,9,,0,
12F-R02,06:49:59,06:50:09,B05530P,10,,0,
12F-R02,06:52:54,06:53:04,B03265P,11,,0,
12F-R02,06:54:36,06:54:46,B03284P,12,,0,
12F-R02,06:55:22,06:55:32,B03282P,13,,0,
12H-R01,05:00:00,05:00:10,B03285P,0,,0,
12H-R01,05:02:53,05:03:03,P00170,1,,0,
12H-R02,05:00:00,05:00:10,P00170,0,,0,
12H-R02,05:02:50,05:03:00,B03285P,1,,0,
12P-R01,05:00:00,05:00:10,B05473P,0,,0,
12P-R01,05:03:05,05:03:15,B02191P,1,,0,
12P-R01,05:04:58,05:05:08,B05469P,2,,0,
12P-R01,05:07:32,05:07:42,B00174P,3,,0,
12P-R01,05:10:05,05:10:15,B00006P,4,,0,
12P-R01,05:12:10,05:12:20,B00166P,5,,0,
12P-R01,05:13:26,05:13:36,B06074P,6,,0,
12P-R01,05:15:28,05:15:38,B03228P,7,,0,
12P-R01,05:16:41,05:16:51,B00168P,8,,0,
12P-R01,05:20:37,05:20:47,B05549P,9,,0,
12P-R01,05:24:22,05:24:32,P00241,10,,0,
12P-R01,05:35:09,05:35:19,P00240,11,,0,
12P-R01,05:41:20,05:41:30,P00229,12,,0,
12P-R01,05:53:08,05:53:18,B06082P,13,,0,
12P-R01,05:54:22,05:54:32,B06080P,14,,0,
12P-R01,05:55:17,05:55:27,B06078P,15,,0,
12P-R01,05:57:23,05:57:33,B06075P,16,,0,
12P-R01,05:59:14,05:59:24,P00095,17,,0,
12P-R02,05:00:00,05:00:10,P00095,0,,0,
12P-R02,05:01:32,05:01:42,B05579P,1,,0,
12P-R02,05:02:40,05:02:50,B06076P,2,,0,
12P-R02,05:04:38,05:04:48,B06077P,3,,0,
12P-R02,05:05:32,05:05:42,B06079P,4,,0,
12P-R02,05:06:49,05:06:59,B06081P,5,,0,
12P-R02,05:12:25,05:12:35,P00240,6,,0,
12P-R02,05:27:59,05:28:09,B05549P,7,,0,
12P-R02,05:32:56,05:33:06,P00241,8,,0,
12P-R02,05:37:38,05:37:48,B02474P,9,,0,
12P-R02,05:40:56,05:41:06,B02156P,10,,0,
12P-R02,05:44:01,05:44:11,B05858P,11,,0,
12P-R02,05:47:51,05:48:01,B05470P,12,,0,
12P-R02,05:49:16,05:49:26,B03050P,13,,0,
12P-R02,05:52:08,05:52:18,B01932P,14,,0,
12P-R02,05:54:20,05:54:30,B05473P,15,,0,
12-R03,05:00:00,05:00:10,P00248,0,,0,
12-R03,05:05:26,05:05:36,P00055,1,,0,
12-R03,05:08:11,05:08:21,P00287,2,,0,
12-R03,05:10:39,05:10:49,P00271,3,,0,
12-R03,05:15:50,05:16:00,P00286,4,,0,
12-R03,05:27:11,05:27:21,P00239,5,,0,
12-R03,05:31:57,05:32:07,P00241,6,,0,
12-R03,05:42:44,05:42:54,P00240,7,,0,
12-R03,05:48:55,05:49:05,P00229,8,,0,
12-R03,05:53:41,05:53:51,P00046,9,,0,
12-R03,05:57:56,05:58:06,P00114,10,,0,
12-R03,06:19:10,06:19:20,P00092,11,,0,
12-R03,06:24:31,06:24:41,P00076,12,,0,
12-R03,06:28:40,06:28:50,P00131,13,,0,
12-R03,06:33:00,06:33:10,P00146,14,,0,
12-R03,06:37:53,06:38:03,P00098,15,,0,
12-R03,06:42:53,06:43:03,P00008,16,,0,
12-R03,06:54:05,06:54:15,P00170,17,,0,
12-R03,07:06:05,07:06:15,P00181,18,,0,
12-R04,05:00:00,05:00:10,P00181,0,,0,
12-R04,05:06:58,05:07:08,P00123,1,,0,
12-R04,05:10:51,05:11:01,P00141,2,,0,
12-R04,05:13:28,05:13:38,P00069,3,,0,
12-R04,05:21:01,05:21:11,P00138,4,,0,
12-R04,05:24:37,05:24:47,P00013,5,,0,
12-R04,05:27:39,05:27:49,P00146,6,,0,
12-R04,05:31:59,05:32:09,P00131,7,,0,
12-R04,05:36:24,05:36:34,P00076,8,,0,
12-R04,05:41:46,05:41:56,P00092,9,,0,
12-R04,05:58:47,05:58:57,P00114,10,,0,
12-R04,06:02:53,06:03:03,P00046,11,,0,
12-R04,06:07:47,06:07:57,P00229,12,,0,
12-R04,06:13:58,06:14:08,P00240,13,,0,
12-R04,06:29:38,06:29:48,P00239,14,,0,
12-R04,06:33:22,06:33:32,P00241,15,,0,
12-R04,06:41:08,06:41:18,P00182,16,,0,
12-R04,06:46:15,06:46:25,P00272,17,,0,
12-R04,06:48:50,06:49:00,P00171,18,,0,
12-R04,06:51:17,06:51:27,P00055,19,,0,
12-R04,06:56:42,06:56:52,P00248,20,,0,
14-R03,05:00:00,05:00:10,P00095,0,,0,
14-R03,05:00:33,05:00:43,B02734P,1,,0,
14-R03,05:02:23,05:02:33,B06064P,2,,0,
14-R03,05:03:07,05:03:17,B03882P,3,,0,
14-R03,05:04:29,05:04:39,B06065P,4,,0,
14-R03,05:05:50,05:06:00,B04517P,5,,0,
14-R03,05:09:07,05:09:17,B04788P,6,,0,
14-R03,05:10:59,05:11:09,B05556P,7,,0,
14-R03,05:12:49,05:12:59,B00292P,8,,0,
14-R03,05:17:01,05:17:11,B01960P,9,,0,
14-R03,05:20:21,05:20:31,B01526P,10,,0,
14-R03,05:22:38,05:22:48,B02907P,11,,0,
14-R03,05:25:09,05:25:19,B01149P,12,,0,
14-R03,05:26:49,05:26:59,B00501P,13,,0,
14-R03,05:28:48,05:28:58,B01601P,14,,0,
14-R03,05:30:33,05:30:43,B05389P,15,,0,
14-R03,05:32:32,05:32:42,B00770P,16,,0,
14-R03,05:37:54,05:38:04,B00083P,17,,0,
14-R03,05:39:37,05:39:47,B03201P,18,,0,
14-R03,05:43:38,05:43:48,B05866P,19,,0,
14-R03,05:44:20,05:44:30,B04647P,20,,0,
14-R03,05:46:31,05:46:41,B05725P,21,,0,
14-R04,05:00:00,05:00:10,B05725P,0,,0,
14-R04,05:03:21,05:03:31,B00317P,1,,0,
14-R04,05:05:43,05:05:53,B01311P,2,,0,
14-R04,05:07:34,05:07:44,B03885P,3,,0,
